,title,release_year,locations,locations_formatted,formatted_address,lat,long
167,Dopamine,2003,"South Park (Between 2nd and 3rd Streets, Brannan and Bryant Streets)","Between 2nd and 3rd Streets, Brannan and Bryant Streets, San Francisco, CA","274 Brannan St, San Francisco, CA 94107, USA",37.7823677,-122.3916577
168,Dopamine,2003,"Fort Point (Presidio, Golden Gate National Recreation Area)","Fort Point, San Francisco, CA","Long Ave & Marine Dr, San Francisco, CA 94129, USA",37.8106185,-122.4770527
169,Dr. Dolittle 2,2001,"Building 924, Presidio (Golden Gate National Recreation Area)","Building 924, Presidio, San Francisco, CA","924 Presidio Ave, San Francisco, CA 94115, USA",37.7831803,-122.4456642
170,Fat Man and Little Boy,1989,"Postcard Row (Alamo Square, Hayes Valley)","Postcard Row, San Francisco, CA","Steiner St, San Francisco, CA 94117, USA",37.7762593,-122.432758
171,Final Analysis,1992,"Westin St. Francis Hotel (335 Powell Street, Union Square)","335 Powell Street, Union Square, San Francisco, CA","335 Powell St, San Francisco, CA 94102, USA",37.7878279,-122.4087315
172,Final Analysis,1992,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)","Public Health Service Hospital, San Francisco, CA","101 Grove St, San Francisco, CA 94102, USA",37.7781114,-122.4186929
173,Final Analysis,1992,"Presidio, Golden Gate National Recreation Area","Presidio, Golden Gate National Recreation Area, San Francisco, CA","Presidio, San Francisco, CA, USA",37.7988737,-122.4661937
174,Final Analysis,1992,City Hall,"City Hall, San Francisco, CA","1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",37.7792597,-122.4192646
175,Final Analysis,1992,Bix Restaurant (56 Gold Street),"56 Gold Street, San Francisco, CA","56 Gold St, San Francisco, CA 94133, USA",37.7968703,-122.4029418
176,Flubber,1997,Treasure Island,"Treasure Island, San Francisco, CA","Treasure Island, San Francisco, CA, USA",37.8235515,-122.370648
177,Forrest Gump,1994,Palace of Fine Arts (3301 Lyon Street),"3301 Lyon Street, San Francisco, CA","3301 Lyon St, San Francisco, CA 94123, USA",37.8018458,-122.448271
178,40 Days and 40 Nights,2002,"The Walden House, Buena Vista Park","The Walden House, Buena Vista Park, San Francisco, CA","815 Buena Vista Ave W, San Francisco, CA 94117, USA",37.7693647,-122.4431875
179,40 Days and 40 Nights,2002,Cafe Trieste (609 Vallejo),"609 Vallejo, San Francisco, CA","609 Vallejo St, San Francisco, CA 94133, USA",37.7986507,-122.4076265
180,George of the Jungle,1997,755 Vallejo Street,"755 Vallejo Street, San Francisco, CA","755 Vallejo St, San Francisco, CA 94133, USA",37.7984707,-122.4097926
181,George of the Jungle,1997,The Tamalpais Building (1201 Greenwich Street at Hyde),"1201 Greenwich Street at Hyde, San Francisco, CA","1201 Greenwich St, San Francisco, CA 94109, USA",37.800779,-122.419766
182,George of the Jungle,1997,"Neiman Marcus (150 Stockton Street, Union Square)","150 Stockton Street, Union Square, San Francisco, CA","150 Stockton St, San Francisco, CA 94108, USA",37.7873133,-122.4069749
183,George of the Jungle,1997,First Bank (550 Montgomery Street at Commercial),"550 Montgomery Street at Commercial, San Francisco, CA","550 Montgomery St, San Francisco, CA 94111, USA",37.7945548,-122.4029378
184,George of the Jungle,1997,Bay Bridge,"Bay Bridge, San Francisco, CA","San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",37.7982799,-122.3778182
185,Getting Even with Dad,1994,California & Grant Streets,"California and Grant Streets, San Francisco, CA","California St & Grant Ave, San Francisco, CA 94108, USA",37.7924638,-122.405954
186,Getting Even with Dad,1994,War Memorial Building (401 Van Ness Avenue),"401 Van Ness Avenue, San Francisco, CA","401 Van Ness Ave, San Francisco, CA 94102, USA",37.7795732,-122.42101
187,Getting Even with Dad,1994,Transbay Terminal (Mission Street at 1st Street),"Mission Street at 1st Street, San Francisco, CA","Mission St & 1st St, San Francisco, CA 94105, USA",37.7897755,-122.3975913
188,Getting Even with Dad,1994,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","666 Filbert Street, Washington Square, San Francisco, CA","Washington Square, Filbert St & Stockton St, San Francisco, CA 94133, USA",37.8008473,-122.4099791
189,Getting Even with Dad,1994,"Neiman Marcus (150 Stockton Street, Union Square)","150 Stockton Street, Union Square, San Francisco, CA","150 Stockton St, San Francisco, CA 94108, USA",37.7873133,-122.4069749
190,Getting Even with Dad,1994,Mason Street at Jackson,"Mason Street at Jackson, San Francisco, CA","Jackson St & Mason St, San Francisco, CA 94133, USA",37.7954211,-122.4115607
191,God is a Communist?* (show me heart universe),2010,Sacramento & Washington Streets,"Sacramento and Washington Streets, San Francisco, CA","2323 Sacramento St, San Francisco, CA 94115, USA",37.7899755,-122.4315636
192,Godzilla,2014,Kearney & Pine St.,"Kearney and Pine St., San Francisco, CA","Pine St & Kearny St, San Francisco, CA 94108, USA",37.7916933,-122.4042585
193,Godzilla,2014,California & Davis St,"California and Davis St, San Francisco, CA","California St & Davis St, San Francisco, CA 94111, USA",37.7935225,-122.3976275
194,Godzilla,2014,Pine St. & Davis St,"Pine St. and Davis St, San Francisco, CA","Pine St & Davis St, San Francisco, CA 94111, USA",37.792584,-122.3974392
195,Godzilla,2014,Sacramento & Front St.,"Sacramento and Front St., San Francisco, CA","Sacramento St & Front St, San Francisco, CA 94111, USA",37.7942967,-122.3989876
196,Godzilla,2014,Broadway & Sansome,"Broadway and Sansome, San Francisco, CA","Broadway & Sansome St, San Francisco, CA 94133, USA",37.7984385,-122.4022479
197,Godzilla,2014,Broadway & Columbus,"Broadway and Columbus, San Francisco, CA","Columbus Ave & San Francisco Bicycle Rte 10, San Francisco, CA 94133, USA",37.7978749,-122.4067162
198,Godzilla,2014,Post & Jones St.,"Post and Jones St., San Francisco, CA","Jones St & San Francisco Bicycle Rte 16, San Francisco, CA 94109, USA",37.7876817,-122.4133747
199,Godzilla,2014,Stockton & Clay St,"Stockton and Clay St, San Francisco, CA","Clay St & Stockton St, San Francisco, CA 94108, USA",37.7940644,-122.4079215
200,Godzilla,2014,Bush & Kearny,"Bush and Kearny, San Francisco, CA","Bush St & Kearny St, San Francisco, CA 94108, USA",37.7907632,-122.4040735
201,Godzilla,2014,Mission & Fremont St,"Mission and Fremont St, San Francisco, CA","Mission St & Fremont St, San Francisco, CA 94105, USA",37.7904547,-122.3967264
202,Godzilla,2014,Eddy & Taylor St.,"Eddy and Taylor St., San Francisco, CA","Taylor St & Eddy St, San Francisco, CA 94102, USA",37.7841597,-122.4109775
203,Godzilla,2014,Pier 7 (The Embarcadero),"Pier 7, San Francisco, CA","Pier 7, San Francisco, CA, USA",37.7986725,-122.3968247
204,Godzilla,2014,Pier 1,"Pier 1, San Francisco, CA","Pier 1, Pier 1 The Embarcadero, San Francisco, CA 94105, USA",37.7973319,-122.3942501
205,Godzilla,2014,Embarcadero & Washington,"Embarcadero and Washington, San Francisco, CA","Washington St & San Francisco Bicycle Rte 5, San Francisco, CA 94111, USA",37.7966899,-122.3956093
206,Godzilla,2014,Mission & Beal,"Mission and Beal, San Francisco, CA","Mission St & Beale St, San Francisco, CA 94105, USA",37.7911592,-122.3958262
207,Godzilla,2014,Potrero &San Bruno,"Potrero andSan Bruno, San Francisco, CA","San Bruno Ave, San Francisco, CA, USA",37.7359312,-122.4078017
208,Heart and Souls,1993,Stockton Tunnel (Stockton Street at Sutter Street),"Stockton Tunnel, San Francisco, CA","Stockton St Tunnel, San Francisco, CA 94108, USA",37.7915624,-122.4074199
209,Heart and Souls,1993,2810 Pacific Avenue,"2810 Pacific Avenue, San Francisco, CA","2810 Pacific Ave, San Francisco, CA 94115, USA",37.792743,-122.442084
210,Heart and Souls,1993,Conservatory of Flowers (Golden Gate Park),"Conservatory of Flowers, San Francisco, CA","Conservatory of Flowers, 100 John F Kennedy Dr, San Francisco, CA 94118, USA",37.772608,-122.4602482
211,Hereafter,2010,Hobart Building (582 Market Street),"582 Market Street, San Francisco, CA","Hobart Building, 582 Market St, San Francisco, CA 94104, USA",37.7894405,-122.4016405
212,Hereafter,2010,The Final Final (2990 Baker Street),"2990 Baker Street, San Francisco, CA","2990 Baker St, San Francisco, CA 94123, USA",37.7985363,-122.4457181
213,Hereafter,2010,1160 Taylor Street,"1160 Taylor Street, San Francisco, CA","1160 Taylor St, San Francisco, CA 94108, USA",37.7933006,-122.4126356
214,High Crimes,2002,Bank of America Building (555 California Street),"555 California Street, San Francisco, CA","555 California St, San Francisco, CA 94104, USA",37.7920602,-122.403706
215,High Crimes,2002,391 Pennsylvania Avenue at 19th Street,"391 Pennsylvania Avenue at 19th Street, San Francisco, CA","391 Pennsylvania Ave, San Francisco, CA 94107, USA",37.7616408,-122.3932426
216,High Crimes,2002,Vesuvio Cafe (255 Columbus Avenue),"255 Columbus Avenue, San Francisco, CA","255 Columbus Ave, San Francisco, CA 94133, USA",37.7974835,-122.4065082
217,High Crimes,2002,Union Square,"Union Square, San Francisco, CA","Union Square, 333 Post St, San Francisco, CA 94108, USA",37.7880008,-122.4074095
218,High Crimes,2002,Maiden Lane,"Maiden Lane, San Francisco, CA","Maiden Ln, San Francisco, CA 94108, USA",37.7882377,-122.4051558
219,High Crimes,2002,Condor Club (Columbus and Broadway),"Condor Club, San Francisco, CA","560 Broadway, San Francisco, CA 94133, USA",37.7980077,-122.4066528
220,High Crimes,2002,Chase H & Q  (1 Bush Street at Sansome),"1 Bush Street at Sansome, San Francisco, CA","One Bush Plaza, 1 Bush St, San Francisco, CA 94104, USA",37.7910468,-122.4000474
221,Homeward Bound II: Lost in San Francisco,1996,Pier 39 (Fisherman's Wharf),"Pier 39, San Francisco, CA","Beach St & The Embarcadero, San Francisco, CA 94133, USA",37.808673,-122.409821
222,How Stella Got Her Groove Back,1998,Marriot Hotel (55 4th Street at Market),"55 4th Street at Market, San Francisco, CA","55 4th St, San Francisco, CA 94103, USA",37.785128,-122.4046809
223,Hulk,2003,Telegraph Hill,"Telegraph Hill, San Francisco, CA","Telegraph Hill, San Francisco, CA, USA",37.8013407,-122.4056674
224,Hulk,2003,Vallejo Street at Sansome,"Vallejo Street at Sansome, San Francisco, CA","Vallejo St & Sansome St, San Francisco, CA 94133, USA",37.7993922,-122.4024386
225,Hulk,2003,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
226,Hulk,2003,Treasure Island,"Treasure Island, San Francisco, CA","Treasure Island, San Francisco, CA, USA",37.8235515,-122.370648
227,I Am Michael,2015,Flint & 16th (Castro),"Flint and 16th, San Francisco, CA","16th St & Flint St, San Francisco, CA 94114, USA",37.7639946,-122.4365551
228,I Am Michael,2015,"Grove & Polk, thru Fulton & 6th, Masonic, 28th & 47th","Grove and Polk, thru Fulton and 6th, Masonic, 28th and 47th, San Francisco, CA",NA,37.7784944,-122.4182568
229,I Am Michael,2015,Ocean Beach @ Balboa,"Ocean Beach at Balboa, San Francisco, CA","Point Lobos Avenue, Great Hwy, San Francisco, CA 94121, United States",37.774754,-122.5114201
230,I Am Michael,2015,4100 20th St,"4100 20th St, San Francisco, CA","4100 20th St, San Francisco, CA 94114, USA",37.758031,-122.43269
231,I Am Michael,2015,Harvey Milk Plaza,"Harvey Milk Plaza, San Francisco, CA","Castro St, San Francisco, CA 94114, USA",37.7623906,-122.4353401
232,I Am Michael,2015,F Train,"F Train, San Francisco, CA","Skyline Blvd, San Francisco, CA, USA",37.7185562,-122.5001486
233,I Am Michael,2015,Sanchez/Cumberland steps and sidewalks,"Sanchez and Cumberland steps and sidewalks, San Francisco, CA",NA,37.7587651,-122.4303711
234,I's,2011,1 Post Street,"1 Post Street, San Francisco, CA","McKesson Plaza, 1 Post St, San Francisco, CA 94104, USA",37.7887655,-122.4027468
235,Steve Jobs,2015,Mission St and 5th St,"Mission St and 5th St, San Francisco, CA","Mission St & 5th St, San Francisco, CA 94103, USA",37.7827442,-122.4064991
236,Looking,2014,222 Mason St. ,"222 Mason St. , San Francisco, CA","222 Mason St, San Francisco, CA 94102, USA",37.7860672,-122.4092521
237,Looking,2014,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
238,Looking,2014,Presidio Church at 130 Fisher Loop,"Presidio Church at 130 Fisher Loop, San Francisco, CA","130 Fisher Loop, San Francisco, CA 94129, USA",37.7993009,-122.4618706
239,Looking,2014,"Tiburon Hiking Trail, Tiburon, CA","Tiburon Hiking Trail, Tiburon, CA, San Francisco, CA","Fishbits' Trail Trailhead, 1496 Vistazo St W, Tiburon, CA 94920, USA",37.8827182,-122.4572066
240,Looking,2014,Fort Funston,"Fort Funston, San Francisco, CA","Fort Funston, Fort Funston Rd, San Francisco, CA 94132, USA",37.7195436,-122.5028052
241,Looking,2014,Folsom Street Fair on Folsom St.,"Folsom Street Fair on Folsom St., San Francisco, CA","293 8th St, San Francisco, CA 94103, USA",37.7753039,-122.4101615
242,Looking,2014,Orphan Andy's,"Orphan Andy's, San Francisco, CA","3991 17th St, San Francisco, CA 94114, USA",37.7624063,-122.4349009
243,Looking,2014,The Stud,"The Stud, San Francisco, CA","399 9th St, San Francisco, CA 94103, USA",37.7727671,-122.4100757
244,Looking,2014,Mr. S Leather,"Mr. S Leather, San Francisco, CA","385 8th St, San Francisco, CA 94103, USA",37.7741357,-122.4086931
245,Looking,2014,2866 24th St.,"2866 24th St., San Francisco, CA","2866 24th St, San Francisco, CA 94110, USA",37.7529677,-122.4097206
246,Looking,2014,24th and Church St. ,"24th and Church St. , San Francisco, CA","24th St & Church St, San Francisco, CA 94114, USA",37.7517076,-122.4273821
247,Looking,2014,Church and Duboce Muni Station,"Church and Duboce Muni Station, San Francisco, CA","San Francisco, CA 94114, USA",37.7693359,-122.4292406
248,Looking,2014,St. Francis Fountain,"St. Francis Fountain, San Francisco, CA","2801 24th St, San Francisco, CA 94110, USA",37.7526903,-122.4083301
249,Looking,2014,Muni line N- Judah,"Muni line N- Judah, San Francisco, CA","San Francisco, CA 94122, USA",37.7615439,-122.4800099
250,Looking,2014,Sutro Baths  ,"Sutro Baths  , San Francisco, CA","1004 Point Lobos Ave, San Francisco, CA 94121, USA",37.7804369,-122.5136935
251,Looking,2014,Golden Gate Park,"Golden Gate Park, San Francisco, CA","Golden Gate Park, San Francisco, CA, USA",37.7694208,-122.4862138
252,Looking,2014,Market & Church St.,"Market and Church St., San Francisco, CA","Church St & San Francisco Bicycle Rte 50, San Francisco, CA 94114, USA",37.7674231,-122.4289504
253,Looking,2014,Willy's Barber Shop,"Willy's Barber Shop, San Francisco, CA","3227 22nd St, San Francisco, CA 94110, USA",37.7552116,-122.419437
254,Looking,2014,Jawbone at 99 Rhode Island St. ,"Jawbone at 99 Rhode Island St. , San Francisco, CA","99 Rhode Island St, San Francisco, CA 94103, USA",37.7689205,-122.4025611
255,Looking,2014,Urban Flowers,"Urban Flowers, San Francisco, CA","4029 18th St, San Francisco, CA 94114, USA",37.7608889,-122.4333977
256,Looking,2014,770 Haight St,"770 Haight St, San Francisco, CA","770 Haight St, San Francisco, CA 94117, USA",37.771831,-122.43489
257,Looking,2014,Eros,"Eros, San Francisco, CA","2051 Market St, San Francisco, CA 94114, USA",37.7681722,-122.427699
258,Looking,2014,Doc's Clock,"Doc's Clock, San Francisco, CA","2417 Mission St, San Francisco, CA 94110, USA",37.7583482,-122.4188764
259,Looking,2014,Starbucks at 333 O'Farrell St.,"Starbucks at 333 O'Farrell St., San Francisco, CA","333 O'Farrell St, San Francisco, CA 94102, USA",37.7856517,-122.4105282
260,Looking,2014,Union Square,"Union Square, San Francisco, CA","Union Square, 333 Post St, San Francisco, CA 94108, USA",37.7880008,-122.4074095
261,Looking,2014,Union Square,"Union Square, San Francisco, CA","Union Square, 333 Post St, San Francisco, CA 94108, USA",37.7880008,-122.4074095
262,Looking,2014,The Cafe at 2369 Market St.,"The Cafe at 2369 Market St., San Francisco, CA","2369 Market St, San Francisco, CA 94114, USA",37.7629417,-122.4343334
263,Looking,2014,Castro St. from Market to 18th St.,"Castro St. from Market to 18th St., San Francisco, CA","4401 18th St, San Francisco, CA 94114, USA",37.7605255,-122.4383836
264,Looking,2014,Bay Bridge,"Bay Bridge, San Francisco, CA","San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",37.7982799,-122.3778182
265,Looking,2014,Treasure Island,"Treasure Island, San Francisco, CA","Treasure Island, San Francisco, CA, USA",37.8235515,-122.370648
266,Looking,2014,The Fairmont,"The Fairmont, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7925064,-122.4106215
267,Looking,2014,1890 Clay St.,"1890 Clay St., San Francisco, CA","1890 Clay St, San Francisco, CA 94109, USA",37.7921952,-122.4240263
268,Looking,2014,2000 Folsom,"2000 Folsom, San Francisco, CA","2000 Folsom St, San Francisco, CA 94110, USA",37.765015,-122.415715
269,Looking,2014,Mission Arts Center,"Mission Arts Center, San Francisco, CA","745 Treat Ave, San Francisco, CA 94110, USA",37.7581831,-122.4132469
270,Looking,2014,2413 Harrison St.,"2413 Harrison St., San Francisco, CA","2413 Harrison St, San Francisco, CA 94110, USA",37.7585811,-122.4121794
271,Looking,2014,Muddy Waters Coffee House,"Muddy Waters Coffee House, San Francisco, CA","521 Valencia St, San Francisco, CA 94110, USA",37.76451,-122.4217101
272,Looking,2014,Valencia St. from 16th to 17th,"Valencia St. from 16th to 17th, San Francisco, CA","500 Valencia St, San Francisco, CA 94110, USA",37.7647496,-122.4220644
273,Looking,2014,601 Buena Vista West,"601 Buena Vista West, San Francisco, CA","601 Buena Vista Ave W, San Francisco, CA 94117, USA",37.766921,-122.4440326
274,Looking,2014,Dolores Park,"Dolores Park, San Francisco, CA","Mission Dolores Park, Dolores St & 19th St, San Francisco, CA 94114, USA",37.7596168,-122.4269038
275,Looking,2014,Casa Lucas Market at 2934 24th St,"Casa Lucas Market at 2934 24th St, San Francisco, CA","2934 24th St, San Francisco, CA 94110, USA",37.7528007,-122.4106944
276,Looking,2014,Punjab,"Punjab, San Francisco, CA","2838 24th St, San Francisco, CA 94110, USA",37.7530688,-122.4089713
